,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
3375,1,WCQ Europe STAGE 1 GROUP 4,3,Netherlands,10,8,Turkey,False
3376,1,WCQ Asia Stage 1,3,Kazakhstan,7,17,South Korea,False
3377,1,WCQ Asia Stage 1,3,Pakistan,7,12,India,False
3378,1,WCQ Asia Stage 1,3,Malaysia,7,6,Philippines,True
3379,1,WCQ Asia Stage 1,3,Indonesia,9,8,Singapore,False
3380,1,WCQ Americas,3,Brazil,8,7,Canada,False
3381,1,WCQ Americas,3,Chile,7,5,United States,False
3382,1,WCQ Americas,3,Argentina,8,7,Ecuador,True
3383,1,WCQ Americas,3,Colombia,8,10,Peru,False
3384,1,WCQ MEA STAGE 1 GROUP 1,3,South Africa,6,10,Egypt,False
3385,1,WCQ MEA STAGE 1 GROUP 1,3,United Arab Emirates,16,8,Kuwait,False
3386,1,WCQ MEA STAGE 1 GROUP 2,3,Nigeria,10,8,Oman,False
3387,1,WCQ MEA STAGE 1 GROUP 2,3,Morocco,8,10,Algeria,False
3388,1,WCQ MEA STAGE 1 GROUP 3,3,Israel,10,9,Angola,True
3389,1,WCQ MEA STAGE 1 GROUP 3,3,Ethiopia,8,11,Kenya,False
3390,1,Algeria League Play,6,Algiers,16,10,Jijel,False
3391,1,Algeria League Play,6,Médéa,10,9,Mostaganem,False
3392,1,Algeria League Play,6,El Oued,9,12,Skikda,False
3393,1,Algeria League Play,6,Tiaret,11,10,Sidi Bel Abbes,False
3394,1,Algeria League Play,6,Béchar,8,7,Tébessa,False
3395,1,Algeria League Play,6,Tlemcen,9,8,Bejaia,True
3396,1,Algeria League Play,6,Oran,15,10,Biskra,False
3397,1,Algeria League Play,6,Constantine,10,8,Djelfa,False
3398,1,Algeria League Play,6,Setif,11,10,Annaba,True
3399,1,Algeria League Play,6,Batna,10,16,Blida,False
3400,1,Angola League Play,6,Luanda,19,9,Ndalatando,False
3401,1,Angola League Play,6,Lucapa,10,11,Xangongo,False
3402,1,Angola League Play,6,Cazombo,9,10,Longonjo,False
3403,1,Angola League Play,6,Soyo,7,8,Dundo,False
3404,1,Angola League Play,6,Saurimo,7,13,Kuito,False
3405,1,Angola League Play,6,Menongue,8,10,Namibe,False
3406,1,Angola League Play,6,Huambo,12,8,Uige,False
3407,1,Angola League Play,6,Lobito,18,10,Sumbe,False
3408,1,Angola League Play,6,Cabinda,16,8,Malanje,False
3409,1,Angola League Play,6,Lubango,9,12,Benguela,False
3410,1,Argentina League Play,6,Buenos Aires,13,10,San Juan,False
3411,1,Argentina League Play,6,Resistencia,8,11,Florencio Varela,False
3412,1,Argentina League Play,6,Corrientes,11,15,Moreno,False
3413,1,Argentina League Play,6,Neuquen,9,8,Lanus,False
3414,1,Argentina League Play,6,General Pueyrredon,10,12,Almirante Brown,False
3415,1,Argentina League Play,6,Santiago del Estero,10,15,Santa Fe,False
3416,1,Argentina League Play,6,Cordoba,17,7,Quilmes,False
3417,1,Argentina League Play,6,Rosario,13,10,Salta,False
3418,1,Argentina League Play,6,Mendoza,6,8,Mar del Plata,False
3419,1,Argentina League Play,6,Tucuman,10,13,La Plata,False
3420,1,Australia League Play,6,Sydney,17,9,Toowoomba,False
3421,1,Australia League Play,6,Darwin,10,12,Cairns,False
3422,1,Australia League Play,6,Bendigo,8,12,Townsville,False
3423,1,Australia League Play,6,Ballarat,8,13,Hobart,False
3424,1,Australia League Play,6,Launceston,9,12,Geelong,False
3425,1,Australia League Play,6,Mackay,11,19,Newcastle,False
3426,1,Australia League Play,6,Melbourne,11,9,Wollongong,False
3427,1,Australia League Play,6,Brisbane,7,11,Sunshine Coast,False
3428,1,Australia League Play,6,Perth,7,9,Canberra,False
3429,1,Australia League Play,6,Adelaide,10,7,Gold Coast,False
3430,1,Austria League Play,6,Vienna,11,10,Feldkirch,True
3431,1,Austria League Play,6,Bregenz,10,6,Leonding,False
3432,1,Austria League Play,6,Leoben,12,11,Klosterneuburg,True
3433,1,Austria League Play,6,Krems,14,9,Steyr,False
3434,1,Austria League Play,6,Traun,8,11,Wiener Neustadt,False
3435,1,Austria League Play,6,Amstetten,7,9,Dornbirn,False
3436,1,Austria League Play,6,Graz,9,7,Sankt Polten,False
3437,1,Austria League Play,6,Linz,7,6,Villach,True
3438,1,Austria League Play,6,Salzburg,13,6,Wels,False
3439,1,Austria League Play,6,Innsbruck,12,7,Klagenfurt,False
3440,1,Bangladesh League Play,6,Dhaka,13,9,Barisal,False
3441,1,Bangladesh League Play,6,Tongi,9,12,Jessore,False
3442,1,Bangladesh League Play,6,Nawabganj,6,13,Bogra,False
3443,1,Bangladesh League Play,6,Tangail,7,9,Dinajpur,False
3444,1,Bangladesh League Play,6,Faridpur,8,11,Rangpur,False
3445,1,Bangladesh League Play,6,Chandpur,10,13,Mymensingh,False
3446,1,Bangladesh League Play,6,Chittagong,18,9,Comilla,False
3447,1,Bangladesh League Play,6,Gazipur,8,13,Savar,False
3448,1,Bangladesh League Play,6,Narayanganj,10,12,Sylhet,False
3449,1,Bangladesh League Play,6,Khulna,11,9,Rajshahi,False
3450,1,Belgium League Play,6,Brussels,12,7,La Louviere,False
3451,1,Belgium League Play,6,Tournai,12,9,Hasselt,False
3452,1,Belgium League Play,6,Genk,10,8,Kortrijk,False
3453,1,Belgium League Play,6,Ostend,13,6,Sint-Niklaas,False
3454,1,Belgium League Play,6,Seraing,9,13,Mechelen,False
3455,1,Belgium League Play,6,Roeselare,12,7,Aalst,False
3456,1,Belgium League Play,6,Antwerp,9,8,Mons,False
3457,1,Belgium League Play,6,Ghent,14,7,Leuven,False
3458,1,Belgium League Play,6,Charleroi,7,8,Namur,False
3459,1,Belgium League Play,6,Liege,8,9,Bruges,False
3460,1,Brazil League Play,6,Sao Paulo,10,15,Sao Luis,False
3461,1,Brazil League Play,6,Maceio,12,11,Campinas,False
3462,1,Brazil League Play,6,Natal,7,11,Guarulhos,False
3463,1,Brazil League Play,6,Teresina,6,10,Porto Alegre,False
3464,1,Brazil League Play,6,Campo Grande,6,10,Belem,False
3465,1,Brazil League Play,6,Joao Pessoa,11,12,Goiania,False
3466,1,Brazil League Play,6,Rio de Janeiro,6,8,Recife,False
3467,1,Brazil League Play,6,Brasilia,8,7,Curitiba,False
3468,1,Brazil League Play,6,Salvador,9,8,Manaus,True
3469,1,Brazil League Play,6,Fortaleza,11,8,Belo Horizonte,False
3470,1,Canada League Play,6,Toronto,10,15,London,False
3471,1,Canada League Play,6,Markham,10,9,Laval,True
3472,1,Canada League Play,6,Vaughan,9,8,Halifax,False
3473,1,Canada League Play,6,Saskatoon,10,15,Quebec City,False
3474,1,Canada League Play,6,Gatineau,9,14,Surrey,False
3475,1,Canada League Play,6,Longueuil,10,11,Hamilton,False
3476,1,Canada League Play,6,Montreal,13,8,Brampton,False
3477,1,Canada League Play,6,Calgary,13,10,Vancouver,False
3478,1,Canada League Play,6,Ottawa,7,12,Mississauga,False
3479,1,Canada League Play,6,Edmonton,10,9,Winnipeg,True
3480,1,Chile League Play,6,Santiago,17,11,Punta Arenas,False
3481,1,Chile League Play,6,San Pedro de la Paz,8,11,Valdivia,False
3482,1,Chile League Play,6,Calama,9,6,Copiapó,False
3483,1,Chile League Play,6,Osorno,15,10,Coquimbo,False
3484,1,Chile League Play,6,Quilpue,8,18,Talca,False
3485,1,Chile League Play,6,Villa Alemana,6,11,Arica,False
3486,1,Chile League Play,6,Concepcion,18,10,Iquique,False
3487,1,Chile League Play,6,Valparaiso,12,7,Puerto Montt,False
3488,1,Chile League Play,6,Antofagasta,8,7,Rancagua,True
3489,1,Chile League Play,6,La Serena,10,9,Temuco,True
3490,1,China League Play,6,Chongqing,12,6,Jinan,False
3491,1,China League Play,6,Nanjing,10,13,Chengdu,False
3492,1,China League Play,6,Shenyang,7,14,Qingdao,False
3493,1,China League Play,6,Changsha,10,9,Harbin,True
3494,1,China League Play,6,Dalian,10,8,Suzhou,False
3495,1,China League Play,6,Kunming,10,8,Wuhan,False
3496,1,China League Play,6,Shanghai,12,7,Hangzhou,False
3497,1,China League Play,6,Beijing,9,13,Zhengzhou,False
3498,1,China League Play,6,Shenzhen,10,15,Xi'an,False
3499,1,China League Play,6,Guangzhou,6,10,Tianjin,False
3500,1,Colombia League Play,6,Bogota,12,7,Santa Marta,False
3501,1,Colombia League Play,6,Armenia,10,9,Valledupar,False
3502,1,Colombia League Play,6,Palmira,6,9,Pasto,False
3503,1,Colombia League Play,6,Neiva,9,19,Soacha,False
3504,1,Colombia League Play,6,Monteria,8,15,Villavicencio,False
3505,1,Colombia League Play,6,Manizales,12,9,Ibague,False
3506,1,Colombia League Play,6,Cali,13,9,Pereira,False
3507,1,Colombia League Play,6,Medellín,19,10,Bucaramanga,False
3508,1,Colombia League Play,6,Barranquilla,10,7,Soledad,False
3509,1,Colombia League Play,6,Cartagena,13,11,Cucuta,False
3510,1,Czech Republic League Play,6,Prague,21,8,Karvina,False
3511,1,Czech Republic League Play,6,Frydek-Mistek,10,13,Most,False
3512,1,Czech Republic League Play,6,Opava,12,10,Kladno,False
3513,1,Czech Republic League Play,6,Jihlava,10,8,Zlín,False
3514,1,Czech Republic League Play,6,Decin,11,19,Havirov,False
3515,1,Czech Republic League Play,6,Teplice,8,10,České Budějovice,False
3516,1,Czech Republic League Play,6,Brno,10,9,Olomouc,True
3517,1,Czech Republic League Play,6,Ostrava,13,6,Ústí nad Labem,False
3518,1,Czech Republic League Play,6,Plzen,10,16,Pardubice,False
3519,1,Czech Republic League Play,6,Liberec,10,9,Hradec Králové,True
3520,1,Denmark League Play,6,Copenhagen,8,7,Holstebro,True
3521,1,Denmark League Play,6,Helsingør,9,8,Viborg,False
3522,1,Denmark League Play,6,Hillerød,8,10,Silkeborg,False
3523,1,Denmark League Play,6,Naestved,8,12,Kolding,False
3524,1,Denmark League Play,6,Fredericia,9,16,Horsens,False
3525,1,Denmark League Play,6,Sønderborg,9,10,Randers,False
3526,1,Denmark League Play,6,Aarhus,11,8,Herning,False
3527,1,Denmark League Play,6,Aalborg,9,8,Frederiksberg,False
3528,1,Denmark League Play,6,Odense,9,7,Copenhagen S,False
3529,1,Denmark League Play,6,Esbjerg,8,15,Vejle,False
3530,1,Ecuador League Play,6,Guayaquil,11,7,Latacunga,False
3531,1,Ecuador League Play,6,Riobamba,8,10,Quevedo,False
3532,1,Ecuador League Play,6,Eloy Alfaro,10,8,Babahoyo,False
3533,1,Ecuador League Play,6,Tulcán,9,13,Milagro,False
3534,1,Ecuador League Play,6,Nueva Loja,10,14,Ambato,False
3535,1,Ecuador League Play,6,Azogues,9,15,Ibarra,False
3536,1,Ecuador League Play,6,Quito,10,7,Esmeraldas,False
3537,1,Ecuador League Play,6,Cuenca,7,9,Loja,False
3538,1,Ecuador League Play,6,Santo Domingo,7,11,Manta,False
3539,1,Ecuador League Play,6,Portoviejo,7,9,Machala,False
3540,1,Egypt League Play,6,Cairo,14,8,Zagazig,False
3541,1,Egypt League Play,6,Beni Suef,10,8,Damanhur,False
3542,1,Egypt League Play,6,Aswan,8,10,Minya,False
3543,1,Egypt League Play,6,Dammietta,13,11,Luxor,False
3544,1,Egypt League Play,6,Fayyum,12,11,Ismailia,False
3545,1,Egypt League Play,6,Sohag,9,16,Asyut,False
3546,1,Egypt League Play,6,Alexandria,15,10,Tanta,False
3547,1,Egypt League Play,6,Giza,13,8,El-Mahalla El-Kubra,False
3548,1,Egypt League Play,6,Shubra El Kheima,8,7,Al-Mansura,True
3549,1,Egypt League Play,6,Suez,9,11,Port Said,False
3550,1,Ethiopia League Play,6,Addis Ababa,13,4,Sodo,False
3551,1,Ethiopia League Play,6,Kombolcha,16,9,Arba Minch,False
3552,1,Ethiopia League Play,6,Debre Markos,9,7,Hosaena,False
3553,1,Ethiopia League Play,6,Nekemte,7,11,Bishoftu,False
3554,1,Ethiopia League Play,6,Dilla,9,12,Shashamane,False
3555,1,Ethiopia League Play,6,Harar,7,6,Jijiga,False
3556,1,Ethiopia League Play,6,Dire Dawa,9,8,Jimma,False
3557,1,Ethiopia League Play,6,Gondar,12,6,Dessie,False
3558,1,Ethiopia League Play,6,Mekele,10,14,Hawassa,False
3559,1,Ethiopia League Play,6,Nazret,6,15,Bahir Dar,False
3560,1,Finland League Play,6,Helsinki,9,6,Rovaniemi,False
3561,1,Finland League Play,6,Hameenlinna,8,11,Vaasa,False
3562,1,Finland League Play,6,Lappeenranta,6,12,Seinajoki,False
3563,1,Finland League Play,6,Mikkeli,10,11,Joensuu,False
3564,1,Finland League Play,6,Salo,8,11,Kouvola,False
3565,1,Finland League Play,6,Kotka,7,12,Pori,False
3566,1,Finland League Play,6,Espoo,12,10,Lahti,False
3567,1,Finland League Play,6,Tampere,10,12,Kuopio,False
3568,1,Finland League Play,6,Vantaa,10,7,Jyvaskyla,False
3569,1,Finland League Play,6,Oulu,9,8,Turku,False
3570,1,France League Play,6,Paris,10,8,Saint-Etienne,False
3571,1,France League Play,6,Grenoble,15,10,Le Havre,False
3572,1,France League Play,6,Dijon,10,8,Toulon,False
3573,1,France League Play,6,Angers,8,7,Reims,True
3574,1,France League Play,6,Villeurbanne,9,10,Rennes,False
3575,1,France League Play,6,Nimes,8,11,Lille,False
3576,1,France League Play,6,Marseille,9,8,Bordeaux,False
3577,1,France League Play,6,Lyon,6,11,Strasbourg,False
3578,1,France League Play,6,Toulouse,10,12,Montpellier,False
3579,1,France League Play,6,Nice,5,10,Nantes,False
3580,1,Germany League Play,6,Berlin,11,9,Duisburg,False
3581,1,Germany League Play,6,Bochum,9,8,Nuremberg,True
3582,1,Germany League Play,6,Wuppertal,6,7,Hanover,False
3583,1,Germany League Play,6,Bonn,6,7,Dresden,False
3584,1,Germany League Play,6,Bielefeld,14,9,Bremen,False
3585,1,Germany League Play,6,Mannheim,8,11,Essen,False
3586,1,Germany League Play,6,Hamburg,21,11,Dortmund,False
3587,1,Germany League Play,6,Munich,9,14,Leipzig,False
3588,1,Germany League Play,6,Cologne,9,14,Dusseldorf,False
3589,1,Germany League Play,6,Frankfurt,10,16,Stuttgart,False
3590,1,Greece League Play,6,Athens,16,9,Nikaia,False
3591,1,Greece League Play,6,Kalamaria,11,13,Glyfada,False
3592,1,Greece League Play,6,Acharnes,7,8,Ilion,False
3593,1,Greece League Play,6,Chalcis,8,11,Rhodes,False
3594,1,Greece League Play,6,Chania,8,9,Agios Dimitrios,False
3595,1,Greece League Play,6,Ioannina,11,19,Zografou,False
3596,1,Greece League Play,6,Thessaloniki,12,6,Kallithea,False
3597,1,Greece League Play,6,Patras,14,8,Piraeus,False
3598,1,Greece League Play,6,Heraklion,10,7,Peristeri,False
3599,1,Greece League Play,6,Larissa,6,8,Volos,False
3600,1,Hong Kong League Play,6,Hong Kong,15,8,Mong Kok,False
3601,1,Hong Kong League Play,6,Aberdeen,13,9,Ma On Shan,False
3602,1,Hong Kong League Play,6,Shau Kei Wan,11,9,Wan Chai,False
3603,1,Hong Kong League Play,6,Causeway Bay,8,11,Tin Shui Wai,False
3604,1,Hong Kong League Play,6,Central,9,11,Fanling,False
3605,1,Hong Kong League Play,6,Hung Hom,8,10,Sai Kung,False
3606,1,Hong Kong League Play,6,Kowloon,8,11,Tsuen Wan,False
3607,1,Hong Kong League Play,6,Sha Tin,7,10,Tai Po,False
3608,1,Hong Kong League Play,6,Yuen Long,7,8,Tseung Kwan O,False
3609,1,Hong Kong League Play,6,Kwai Chung,11,17,Tuen Mun,False
3610,1,Hungary League Play,6,Budapest,15,6,Dunaujvaros,False
3611,1,Hungary League Play,6,Érd,8,7,Sopron,False
3612,1,Hungary League Play,6,Eger,10,9,Zalaegerszeg,False
3613,1,Hungary League Play,6,Bekescsaba,11,8,Szolnok,False
3614,1,Hungary League Play,6,Veszprem,12,10,Szombathely,False
3615,1,Hungary League Play,6,Kaposvar,11,17,Szekesfehervar,False
3616,1,Hungary League Play,6,Debrecen,10,9,Nyiregyhaza,True
3617,1,Hungary League Play,6,Miskolc,9,8,Győr,True
3618,1,Hungary League Play,6,Szeged,12,11,Pécs,True
3619,1,Hungary League Play,6,Gyor,8,10,Kecskemet,False
3620,1,India League Play,6,Delhi,18,10,Thane,False
3621,1,India League Play,6,Bhopal,5,8,Nagpur,False
3622,1,India League Play,6,Patna,9,11,Kanpur,False
3623,1,India League Play,6,Vadodara,11,8,Indore,False
3624,1,India League Play,6,Visakhapatnam,10,11,Lucknow,False
3625,1,India League Play,6,Ghaziabad,8,10,Jaipur,False
3626,1,India League Play,6,Mumbai,9,8,Surat,True
3627,1,India League Play,6,Kolkata,7,11,Pune,False
3628,1,India League Play,6,Bangalore,12,10,Ahmedabad,False
3629,1,India League Play,6,Hyderabad,10,11,Chennai,False
3630,1,Indonesia League Play,6,Jakarta,8,13,Padang,False
3631,1,Indonesia League Play,6,Malang,8,7,Bandar Lampung,True
3632,1,Indonesia League Play,6,Samarinda,10,8,Bogor,False
3633,1,Indonesia League Play,6,Tasikmalaya,10,9,Pekanbaru,True
3634,1,Indonesia League Play,6,Banjarmasin,8,11,Batam,False
3635,1,Indonesia League Play,6,Pontianak,8,10,Palembang,False
3636,1,Indonesia League Play,6,Surabaya,8,11,Makassar,False
3637,1,Indonesia League Play,6,Bandung,14,8,Semarang,False
3638,1,Indonesia League Play,6,Bekasi,15,9,Tangerang,False
3639,1,Indonesia League Play,6,Medan,18,10,Depok,False
3640,1,Iraq League Play,6,Baghdad,13,8,Dohuk,False
3641,1,Iraq League Play,6,Samawah,9,13,Kut,False
3642,1,Iraq League Play,6,Amarah,15,10,Diwaniyah,False
3643,1,Iraq League Play,6,Fallujah,10,8,Baqubah,False
3644,1,Iraq League Play,6,Diyala,8,13,Hillah,False
3645,1,Iraq League Play,6,Tikrit,11,8,Ramadi,False
3646,1,Iraq League Play,6,Basra,11,9,Nasiriyah,False
3647,1,Iraq League Play,6,Mosul,8,9,Karbala,False
3648,1,Iraq League Play,6,Erbil,13,6,Najaf,False
3649,1,Iraq League Play,6,Kirkuk,8,11,Sulaymaniyah,False
3650,1,Ireland League Play,6,Dublin,14,10,Newbridge,False
3651,1,Ireland League Play,6,Portlaoise,8,14,Carlow,False
3652,1,Ireland League Play,6,Tralee,11,8,Naas,False
3653,1,Ireland League Play,6,Ennis,10,13,Balbriggan,False
3654,1,Ireland League Play,6,Mullingar,12,9,Navan,False
3655,1,Ireland League Play,6,Athlone,5,6,Kilkenny,False
3656,1,Ireland League Play,6,Cork,14,7,Bray,False
3657,1,Ireland League Play,6,Limerick,10,7,Dundalk,False
3658,1,Ireland League Play,6,Galway,11,12,Swords,False
3659,1,Ireland League Play,6,Waterford,9,18,Drogheda,False
3660,1,Israel League Play,6,Jerusalem,11,8,Herzliya,False
3661,1,Israel League Play,6,Kfar Saba,8,15,Bat Yam,False
3662,1,Israel League Play,6,Modi'in,10,15,Ashkelon,False
3663,1,Israel League Play,6,Nazareth,8,11,Rehovot,False
3664,1,Israel League Play,6,Lod,9,17,Ramat Gan,False
3665,1,Israel League Play,6,Ramla,11,9,Holon,False
3666,1,Israel League Play,6,Tel Aviv,9,11,Bnei Brak,False
3667,1,Israel League Play,6,Haifa,10,9,Beer Sheva,True
3668,1,Israel League Play,6,Petah Tikva,10,11,Netanya,False
3669,1,Israel League Play,6,Rishon LeZion,8,9,Ashdod,False
3670,1,Italy League Play,6,Rome,10,7,Trieste,False
3671,1,Italy League Play,6,Taranto,7,8,Padua,False
3672,1,Italy League Play,6,Brescia,15,10,Messina,False
3673,1,Italy League Play,6,Parma,5,11,Verona,False
3674,1,Italy League Play,6,Modena,11,10,Venice,True
3675,1,Italy League Play,6,Reggio Calabria,9,8,Catania,True
3676,1,Italy League Play,6,Milan,7,5,Bari,False
3677,1,Italy League Play,6,Naples,11,10,Florence,False
3678,1,Italy League Play,6,Turin,8,7,Bologna,True
3679,1,Italy League Play,6,Palermo,13,10,Genoa,False
3680,1,Japan League Play,6,Tokyo,9,8,Sakai,False
3681,1,Japan League Play,6,Hamamatsu,9,12,Kitakyushu,False
3682,1,Japan League Play,6,Niigata,8,14,Chiba,False
3683,1,Japan League Play,6,Okayama,15,8,Sendai,False
3684,1,Japan League Play,6,Sagamihara,11,10,Hiroshima,False
3685,1,Japan League Play,6,Shizuoka,17,11,Saitama,False
3686,1,Japan League Play,6,Yokohama,9,10,Kyoto,False
3687,1,Japan League Play,6,Osaka,13,8,Kawasaki,False
3688,1,Japan League Play,6,Nagoya,15,9,Kobe,False
3689,1,Japan League Play,6,Sapporo,13,8,Fukuoka,False
3690,1,Kazakhstan League Play,6,Almaty,16,8,Petropavl,False
3691,1,Kazakhstan League Play,6,Kostanay,9,8,Oral,False
3692,1,Kazakhstan League Play,6,Aktau,14,9,Kyzylorda,False
3693,1,Kazakhstan League Play,6,Rudny,7,9,Turkestan,False
3694,1,Kazakhstan League Play,6,Ekibastuz,9,10,Temirtau,False
3695,1,Kazakhstan League Play,6,Kokshetau,10,9,Ust-Kamenogorsk,True
3696,1,Kazakhstan League Play,6,Shymkent,20,11,Atyrau,False
3697,1,Kazakhstan League Play,6,Astana,14,10,Semey,False
3698,1,Kazakhstan League Play,6,Karaganda,11,10,Pavlodar,False
3699,1,Kazakhstan League Play,6,Aktobe,9,12,Taraz,False
3700,1,Kenya League Play,6,Nairobi,19,10,Kericho,False
3701,1,Kenya League Play,6,Nyeri,8,7,Malindi,False
3702,1,Kenya League Play,6,Wajir,9,10,Meru,False
3703,1,Kenya League Play,6,Naivasha,7,10,Kisii,False
3704,1,Kenya League Play,6,Embu,9,19,Kitale,False
3705,1,Kenya League Play,6,Lamu,7,9,Garissa,False
3706,1,Kenya League Play,6,Mombasa,8,10,Thika,False
3707,1,Kenya League Play,6,Kisumu,16,8,Machakos,False
3708,1,Kenya League Play,6,Nakuru,7,8,Kikuyu,False
3709,1,Kenya League Play,6,Eldoret,11,9,Ruiru,False
3710,1,Kuwait League Play,6,Kuwait City,24,9,Mishref,False
3711,1,Kuwait League Play,6,Fintas,11,15,Salwa,False
3712,1,Kuwait League Play,6,Abu Halifa,10,8,Bayan,False
3713,1,Kuwait League Play,6,Ruq'i,9,12,Ar Riqqah,False
3714,1,Kuwait League Play,6,Um Al Hayman,7,8,Al-Mangaf,False
3715,1,Kuwait League Play,6,Sabahiya,10,12,Sabah Al-Salem,False
3716,1,Kuwait League Play,6,Hawalli,20,8,Rumaithiyya,False
3717,1,Kuwait League Play,6,Al Farwaniyah,15,8,Fahaheel,False
3718,1,Kuwait League Play,6,Al Ahmadi,16,9,Salmiya,False
3719,1,Kuwait League Play,6,Jahra,8,6,Mubarak Al-Kabeer,False
3720,1,Malaysia League Play,6,Kuala Lumpur,10,9,Malacca,False
3721,1,Malaysia League Play,6,Kuantan,7,12,Kota Bharu,False
3722,1,Malaysia League Play,6,Alor Setar,9,8,Kota Kinabalu,False
3723,1,Malaysia League Play,6,Kuala Terengganu,9,8,Seremban,False
3724,1,Malaysia League Play,6,Miri,10,8,Ampang Jaya,False
3725,1,Malaysia League Play,6,Putrajaya,9,12,Kajang,False
3726,1,Malaysia League Play,6,Klang,11,7,Petaling Jaya,False
3727,1,Malaysia League Play,6,Johor Bahru,9,11,Shah Alam,False
3728,1,Malaysia League Play,6,Penang,10,8,Kuching,False
3729,1,Malaysia League Play,6,Ipoh,7,11,Subang Jaya,False
3730,1,Mexico League Play,6,Mexico City,10,9,Culiacan,True
3731,1,Mexico League Play,6,Saltillo,7,6,Hermosillo,False
3732,1,Mexico League Play,6,San Luis Potosi,13,10,Merida,False
3733,1,Mexico League Play,6,Aguascalientes,8,7,Naucalpan,False
3734,1,Mexico League Play,6,Mexicali,7,5,Chihuahua,False
3735,1,Mexico League Play,6,Acapulco,13,11,Nezahualcoyotl,False
3736,1,Mexico League Play,6,Puebla,9,11,Monterrey,False
3737,1,Mexico League Play,6,Ecatepec,12,9,Zapopan,False
3738,1,Mexico League Play,6,Tijuana,7,12,Guadalajara,False
